[2024-12-11 17:37:28,070] INFO day_10:400 > Begin 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(32, 37) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(32, 43) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(32, 53) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 0) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 3) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 24) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 26) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 31) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 33) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 38) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(33, 43) 
[2024-12-11 17:37:28,168] INFO day_10:191 > Find all trails starting from C(34, 10) 
[2024-12-11 17:37:28,179] INFO day_10:191 > Find all trails starting from C(34, 14) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(34, 42) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(34, 49) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(35, 13) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(35, 27) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 7) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 16) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 20) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 22) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 42) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 46) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 47) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(36, 50) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(37, 11) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(37, 27) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(37, 31) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(37, 41) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(38, 4) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(38, 17) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(38, 33) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(38, 46) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(38, 53) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(39, 0) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(39, 6) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(39, 20) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(39, 38) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(39, 40) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(39, 43) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(40, 14) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(40, 18) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(40, 25) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(40, 29) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(41, 12) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(41, 18) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(41, 32) 
[2024-12-11 17:37:28,180] INFO day_10:191 > Find all trails starting from C(41, 33) 
[2024-12-11 17:37:28,195] INFO day_10:191 > Find all trails starting from C(41, 51) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(42, 24) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(42, 45) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(42, 48) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 2) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 6) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 11) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 17) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 27) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 38) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(43, 42) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(44, 8) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(44, 11) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(44, 45) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(44, 51) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(45, 1) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(45, 20) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(45, 22) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(45, 29) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(45, 34) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 4) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 5) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 12) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 14) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 16) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 26) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 37) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(46, 46) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 0) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 4) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 6) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 15) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 17) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 23) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 25) 
[2024-12-11 17:37:28,196] INFO day_10:191 > Find all trails starting from C(47, 36) 
[2024-12-11 17:37:28,211] INFO day_10:191 > Find all trails starting from C(48, 12) 
[2024-12-11 17:37:28,211] INFO day_10:191 > Find all trails starting from C(48, 21) 
[2024-12-11 17:37:28,212] INFO day_10:191 > Find all trails starting from C(48, 34) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(48, 43) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(49, 9) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(49, 20) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(49, 33) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(49, 50) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(50, 7) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(50, 13) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(50, 25) 
[2024-12-11 17:37:28,213] INFO day_10:191 > Find all trails starting from C(50, 28) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(50, 42) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(50, 49) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(51, 2) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(51, 22) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(51, 45) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(51, 46) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 3) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 5) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 13) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 17) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 23) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 40) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(52, 53) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(53, 9) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(53, 29) 
[2024-12-11 17:37:28,218] INFO day_10:191 > Find all trails starting from C(53, 35) 
[2024-12-11 17:37:28,218] INFO day_10:384 > Trails found: 1463 
